Sr_No,Furnished Status,Facing,Car Parking,Type of Ownership,Booking Amount,Buy Total Price,CITY,PROPERTY_TYPE
1661,Unfurnished,West,available,Freehold,0,600000,Island,Multi-family home for sale
1662,Unfurnished,North,not available,Freehold,0,615000,Island,Co-op for sale
1663,Unfurnished,East,available,Freehold,0,625000,Island,House for sale
1664,Unfurnished,South,available,Freehold,0,600000,Island,House for sale
1665,Unfurnished,West,available,Freehold,0,650000,Island,House for sale
1666,Unfurnished,North,available,Freehold,0,1285000,Island,Condo for sale
1667,Unfurnished,East,available,Freehold,0,1795000,Island,House for sale
1668,Unfurnished,South,available,Freehold,0,825000,Island,Multi-family home for sale
1669,Unfurnished,West,not available,Freehold,0,2350000,Island,Co-op for sale
1670,Unfurnished,North,available,Freehold,0,2350000,Island,House for sale
1671,Unfurnished,East,available,Freehold,0,2500000,Island,House for sale
1672,Unfurnished,South,not available,Freehold,0,675000,Island,Condo for sale
1673,Unfurnished,West,available,Freehold,0,4650000,Island,Co-op for sale
1674,Unfurnished,North,not available,Freehold,0,1695000,Island,Pending
1675,Unfurnished,East,not available,Freehold,0,1050000,Island,Multi-family home for sale
1676,Unfurnished,South,available,Freehold,0,1200000,Island,Townhouse for sale
1677,Unfurnished,West,not available,Freehold,0,625000,Island,Multi-family home for sale
1678,Unfurnished,North,available,Freehold,0,649950,Island,Land for sale
1679,Unfurnished,East,not available,Freehold,0,450000,Island,Multi-family home for sale
1680,Furnished,East,available,Freehold,0,3450000,Island,House for sale
1681,Furnished,North,available,Freehold,0,995000,Island,Foreclosure
1682,Unfurnished,East,not available,Freehold,0,795000,Island,Multi-family home for sale
1683,Unfurnished,South,available,Freehold,0,1775000,Island,Pending
1684,Unfurnished,West,available,Freehold,0,1295000,Island,Multi-family home for sale
1685,Unfurnished,North,available,Freehold,0,975000,Island,House for sale
1686,Unfurnished,East,available,Freehold,0,1100000,Island,Condo for sale
1687,Unfurnished,South,available,Freehold,0,549950,Island,Co-op for sale
1688,Unfurnished,West,not available,Freehold,0,295000,Island,Co-op for sale
1689,Unfurnished,North,available,Freehold,0,2600000,Island,House for sale
1690,Unfurnished,East,available,Freehold,0,700000,Island,Co-op for sale
1691,Unfurnished,South,available,Freehold,0,3950000,Island,House for sale
1692,Unfurnished,West,available,Freehold,0,1500000,Island,Condo for sale
1693,Unfurnished,North,available,Freehold,0,1350000,Island,Condo for sale
1694,Unfurnished,East,available,Freehold,0,900000,Island,House for sale
1695,Unfurnished,South,not available,Freehold,0,2750000,Island,House for sale
1696,Unfurnished,West,not available,Freehold,0,699500,Island,House for sale
1697,Unfurnished,North,not available,Freehold,0,799950,Island,Co-op for sale
1698,Unfurnished,East,available,Freehold,0,2895000,Island,Condo for sale
1699,Unfurnished,South,available,Freehold,0,799950,Island,Co-op for sale
1700,Unfurnished,West,available,Freehold,0,2250000,Island,Multi-family home for sale
1701,Unfurnished,North,not available,Freehold,0,1125000,Island,Townhouse for sale
1702,Unfurnished,East,not available,Freehold,0,2020000,Island,Co-op for sale
1703,Unfurnished,South,available,Freehold,0,975000,Island,House for sale
1704,Unfurnished,West,available,Freehold,0,1595000,Island,House for sale
1705,Unfurnished,North,available,Freehold,0,850000,Island,Condo for sale
1706,Unfurnished,East,available,Freehold,0,570000,Island,Townhouse for sale
1707,Unfurnished,South,available,Freehold,0,2400000,Island,Multi-family home for sale
1708,Unfurnished,West,not available,Freehold,0,475000,Island,Townhouse for sale
1709,Furnished,North,available,Freehold,0,800000,Island,Multi-family home for sale
1710,Unfurnished,East,available,Freehold,0,950000,Island,House for sale
1711,Unfurnished,South,not available,Freehold,0,1200000,Island,Pending
1712,Furnished,West,not available,Freehold,0,3250000,Island,Pending
1713,Unfurnished,North,available,Freehold,0,2375000,Island,Condo for sale
1714,Unfurnished,East,available,Freehold,0,650000,Island,Pending
1715,Unfurnished,South,available,Freehold,0,1295000,Island,Townhouse for sale
1716,Furnished,West,available,Freehold,0,1000000,Island,Multi-family home for sale
1717,Unfurnished,North,not available,Freehold,0,1885000,Island,House for sale
1718,Unfurnished,East,available,Freehold,0,635000,Island,Multi-family home for sale
1719,Unfurnished,South,available,Freehold,0,3495000,Island,Multi-family home for sale
1720,Unfurnished,West,available,Freehold,0,1200000,Island,Co-op for sale
1721,Furnished,North,available,Freehold,0,1200000,Island,House for sale
1722,Unfurnished,East,not available,Freehold,0,1600000,Island,Multi-family home for sale
1723,Unfurnished,South,not available,Freehold,0,799000,Island,Co-op for sale
1724,Unfurnished,West,not available,Freehold,0,850000,Island,House for sale
1725,Unfurnished,North,available,Freehold,0,500000,Island,Pending
1726,Unfurnished,East,available,Freehold,0,2500000,Island,Pending
1727,Unfurnished,South,available,Freehold,0,3950000,Island,Condo for sale
1728,Furnished,West,available,Freehold,0,2995000,Island,Condo for sale
1729,Unfurnished,North,available,Freehold,0,995000,Island,Co-op for sale
1730,Unfurnished,East,available,Freehold,0,2250000,Island,Foreclosure
1731,Unfurnished,South,available,Freehold,0,749950,Island,House for sale
1732,Unfurnished,West,not available,Freehold,0,420000,Island,Co-op for sale
1733,Unfurnished,North,available,Freehold,0,424995,Island,Multi-family home for sale
1734,Unfurnished,East,not available,Freehold,0,2150000,Island,Pending
1735,Unfurnished,South,available,Freehold,0,1500000,Island,Co-op for sale
1736,Unfurnished,West,available,Freehold,0,1575000,Island,Contingent
1737,Unfurnished,North,available,Freehold,0,1500000,Island,House for sale
1738,Unfurnished,East,not available,Freehold,0,550000,Island,House for sale
1739,Unfurnished,South,not available,Freehold,0,475000,Island,Condo for sale
1740,Unfurnished,West,available,Freehold,0,595000,Island,House for sale
1741,Unfurnished,North,available,Freehold,0,2250000,Island,Co-op for sale
1742,Unfurnished,East,not available,Freehold,0,755000,Island,House for sale
1743,Unfurnished,South,available,Freehold,0,900000,Island,Foreclosure
1744,Unfurnished,West,available,Freehold,0,1990000,Island,Condo for sale
1745,Unfurnished,North,not available,Freehold,0,1195000,Island,Multi-family home for sale
1746,Unfurnished,East,not available,Freehold,0,450000,Island,Foreclosure
1747,Unfurnished,South,available,Freehold,0,325000,Island,House for sale
1748,Unfurnished,West,available,Freehold,0,1150000,Island,Contingent
1749,Unfurnished,North,not available,Freehold,0,850000,Island,Co-op for sale
1750,Unfurnished,East,available,Freehold,0,879000,Island,House for sale
1751,Unfurnished,South,available,Freehold,0,1295000,Island,Townhouse for sale
1752,Unfurnished,West,available,Freehold,0,575000,Island,Co-op for sale
1753,Unfurnished,North,available,Freehold,0,4100000,Island,Co-op for sale
1754,Furnished,East,available,Freehold,0,1800000,Island,House for sale
1755,Unfurnished,South,not available,Freehold,0,649950,Island,Co-op for sale
1756,Unfurnished,West,available,Freehold,0,899950,Island,House for sale
1757,Unfurnished,North,available,Freehold,0,1999950,Island,Co-op for sale
1758,Unfurnished,East,available,Freehold,0,1995000,Island,House for sale
1759,Unfurnished,South,available,Freehold,0,1595000,Island,House for sale
1760,Unfurnished,West,available,Freehold,0,499000,Island,Multi-family home for sale
1761,Unfurnished,North,available,Freehold,0,3410000,Island,Co-op for sale
1762,Unfurnished,East,available,Freehold,0,6750000,Island,House for sale
1763,Unfurnished,South,available,Freehold,0,2850000,Island,House for sale
1764,Unfurnished,West,available,Freehold,0,1895000,Island,House for sale
1765,Unfurnished,North,available,Freehold,0,1650000,Island,House for sale
1766,Unfurnished,East,available,Freehold,0,1225000,Island,Co-op for sale
1767,Unfurnished,South,available,Freehold,0,1100000,Island,House for sale
1768,Unfurnished,West,available,Freehold,0,1095000,Island,Co-op for sale
1769,Unfurnished,North,available,Freehold,0,2395000,Island,Co-op for sale
1770,Unfurnished,East,available,Freehold,0,550000,Island,Condo for sale
1771,Unfurnished,South,available,Freehold,0,1500000,Island,Co-op for sale
1772,Unfurnished,West,available,Freehold,0,750000,Island,Multi-family home for sale
1773,Unfurnished,North,available,Freehold,0,1150000,Island,Pending
1774,Unfurnished,East,available,Freehold,0,665000,Island,Multi-family home for sale
1775,Unfurnished,South,not available,Freehold,0,1250000,Island,Condo for sale
1776,Unfurnished,West,not available,Freehold,0,1895000,Island,Condo for sale
1777,Unfurnished,North,available,Freehold,0,600000,Island,House for sale
1778,Unfurnished,East,available,Freehold,0,700000,Island,Pending
1779,Unfurnished,South,not available,Freehold,0,2450000,Island,Multi-family home for sale
1780,Unfurnished,West,available,Freehold,0,1750000,Island,Co-op for sale
1781,Unfurnished,North,available,Freehold,0,895000,Island,Townhouse for sale
1782,Unfurnished,East,not available,Freehold,0,1000000,Island,House for sale
1783,Unfurnished,South,not available,Freehold,0,2300000,Island,Townhouse for sale
1784,Unfurnished,West,available,Freehold,0,375000,Island,House for sale
1785,Unfurnished,North,available,Freehold,0,2150000,Island,Condo for sale
1786,Unfurnished,East,not available,Freehold,0,785000,Island,Co-op for sale
1787,Unfurnished,South,not available,Freehold,0,725000,Island,Co-op for sale
1788,Furnished,West,available,Freehold,0,2850000,Island,Multi-family home for sale
1789,Furnished,North,available,Freehold,0,5950000,Island,House for sale
1790,Unfurnished,East,available,Freehold,0,985000,Island,Co-op for sale
1791,Unfurnished,South,available,Freehold,0,585000,Island,Multi-family home for sale
1792,Unfurnished,West,available,Freehold,0,995000,Island,Multi-family home for sale
1793,Unfurnished,North,not available,Freehold,0,550000,Island,House for sale
1794,Unfurnished,East,available,Freehold,0,7300000,Island,House for sale
1795,Unfurnished,South,available,Freehold,0,1250000,Island,House for sale
1796,Unfurnished,West,not available,Freehold,0,3750000,Island,House for sale
1797,Unfurnished,North,available,Freehold,0,430000,Island,Foreclosure
1798,Unfurnished,East,not available,Freehold,0,830000,Island,House for sale
1799,Unfurnished,South,available,Freehold,0,1100000,Island,House for sale
1800,Unfurnished,West,not available,Freehold,0,3100000,Island,Contingent
1801,Unfurnished,North,available,Freehold,0,925000,Island,Townhouse for sale
1802,Unfurnished,East,not available,Freehold,0,2650000,Island,Co-op for sale
1803,Unfurnished,South,available,Freehold,0,450000,Island,Co-op for sale
1804,Unfurnished,West,not available,Freehold,0,650000,Island,Co-op for sale
1805,Unfurnished,North,available,Freehold,0,799950,Island,Multi-family home for sale
1806,Unfurnished,East,available,Freehold,0,1250000,Island,Multi-family home for sale
1807,Unfurnished,South,available,Freehold,0,2995000,Island,Co-op for sale
1808,Unfurnished,West,available,Freehold,0,2250000,Island,House for sale
1809,Unfurnished,North,not available,Freehold,0,2995000,Island,Multi-family home for sale
1810,Unfurnished,East,not available,Freehold,0,1100000,Island,House for sale
1811,Unfurnished,East,not available,Freehold,0,3350000,Island,Multi-family home for sale
1812,Unfurnished,North,available,Freehold,0,775000,Island,Co-op for sale
1813,Furnished,East,available,Freehold,0,800000,Island,Co-op for sale
1814,Unfurnished,South,available,Freehold,0,1850000,Island,House for sale
1815,Unfurnished,West,not available,Freehold,0,1500000,Island,Multi-family home for sale
1816,Furnished,North,available,Freehold,0,1695000,Island,Townhouse for sale
1817,Unfurnished,East,available,Freehold,0,750000,Island,Pending
1818,Unfurnished,South,not available,Freehold,0,1985000,Island,House for sale
1819,Unfurnished,West,available,Freehold,0,1100000,Island,Condo for sale
1820,Furnished,North,available,Freehold,0,650000,Island,Co-op for sale
1821,Unfurnished,East,available,Freehold,0,4500000,Island,House for sale
1822,Unfurnished,South,available,Freehold,0,4750000,Island,Multi-family home for sale
1823,Unfurnished,West,not available,Freehold,0,995000,Island,Condo for sale
1824,Unfurnished,North,available,Freehold,0,2150000,Island,Co-op for sale
1825,Furnished,East,available,Freehold,0,695000,Island,House for sale
1826,Unfurnished,South,available,Freehold,0,575000,Island,Multi-family home for sale
1827,Unfurnished,West,available,Freehold,0,1950000,Island,Co-op for sale
1828,Unfurnished,North,available,Freehold,0,2000000,Island,Co-op for sale
1829,Unfurnished,East,available,Freehold,0,1100000,Island,House for sale
1830,Unfurnished,South,available,Freehold,0,1550000,Island,Co-op for sale
1831,Unfurnished,West,available,Freehold,0,649999,Island,Townhouse for sale
1832,Furnished,North,available,Freehold,0,1500000,Island,House for sale
1833,Unfurnished,East,available,Freehold,0,725000,Island,House for sale
1834,Unfurnished,South,available,Freehold,0,785000,Island,Multi-family home for sale
1835,Unfurnished,West,available,Freehold,0,400000,Island,House for sale
1836,Unfurnished,North,available,Freehold,0,1395000,Island,House for sale
1837,Unfurnished,East,available,Freehold,0,799950,Island,Condo for sale
1838,Unfurnished,South,available,Freehold,0,975000,Island,Condo for sale
1839,Unfurnished,West,available,Freehold,0,4750000,Island,Multi-family home for sale
1840,Unfurnished,North,available,Freehold,0,899950,Island,Multi-family home for sale
1841,Unfurnished,East,available,Freehold,0,925000,Island,House for sale
1842,Unfurnished,South,available,Freehold,0,1800000,Island,Multi-family home for sale
1843,Unfurnished,West,available,Freehold,0,2950000,Island,Co-op for sale
1844,Unfurnished,North,not available,Freehold,0,795000,Island,House for sale
1845,Unfurnished,East,available,Freehold,0,795000,Island,House for sale
1846,Unfurnished,South,available,Freehold,0,499999,Island,Multi-family home for sale
1847,Unfurnished,West,available,Freehold,0,1450000,Island,House for sale
1848,Unfurnished,North,available,Freehold,0,780000,Island,Contingent
1849,Unfurnished,East,available,Freehold,0,398000,Island,Pending
1850,Unfurnished,South,not available,Freehold,0,570000,Island,Condo for sale
1851,Unfurnished,West,not available,Freehold,0,625000,Island,Co-op for sale
1852,Unfurnished,North,available,Freehold,0,1150000,Island,Townhouse for sale
1853,Unfurnished,East,available,Freehold,0,655000,Island,Pending
1854,Unfurnished,South,available,Freehold,0,375000,Island,Co-op for sale
1855,Unfurnished,West,available,Freehold,0,2395000,Island,Co-op for sale
1856,Unfurnished,North,available,Freehold,0,670000,Island,Multi-family home for sale
1857,Unfurnished,East,available,Freehold,0,1450000,Island,Condo for sale
1858,Furnished,South,not available,Freehold,0,1750000,Island,House for sale
1859,Unfurnished,West,available,Freehold,0,2250000,Island,Condo for sale
1860,Unfurnished,North,available,Freehold,0,1295000,Island,House for sale
1861,Unfurnished,East,available,Freehold,0,1750000,Island,Townhouse for sale
1862,Unfurnished,South,available,Freehold,0,700000,Island,House for sale
1863,Unfurnished,West,available,Freehold,0,2100000,Island,Multi-family home for sale
1864,Unfurnished,North,available,Freehold,0,775000,Island,Multi-family home for sale
1865,Unfurnished,East,available,Freehold,0,1575000,Island,Co-op for sale
1866,Unfurnished,South,available,Freehold,0,650000,Island,Multi-family home for sale
1867,Unfurnished,West,available,Freehold,0,8750000,Island,Townhouse for sale
1868,Unfurnished,North,available,Freehold,0,775000,Island,House for sale
1869,Unfurnished,East,available,Freehold,0,975000,Island,Contingent
1870,Unfurnished,South,available,Freehold,0,699999,Island,House for sale
1871,Unfurnished,West,available,Freehold,0,2250000,Island,House for sale
1872,Unfurnished,North,available,Freehold,0,1750000,Island,House for sale
1873,Unfurnished,East,available,Freehold,0,1380000,Island,Co-op for sale
1874,Unfurnished,South,available,Freehold,0,1595000,Island,House for sale
1875,Unfurnished,West,available,Freehold,0,5500000,Island,Condo for sale
1876,Unfurnished,North,available,Freehold,0,3050000,Island,Co-op for sale
1877,Unfurnished,East,available,Freehold,0,2350000,Island,Multi-family home for sale
1878,Unfurnished,South,not available,Freehold,0,1600000,Island,Condo for sale
1879,Unfurnished,West,available,Freehold,0,6950000,Island,Co-op for sale
1880,Unfurnished,North,available,Freehold,0,5250000,Island,Condo for sale
1881,Unfurnished,East,available,Freehold,0,3375000,Island,House for sale
1882,Unfurnished,South,available,Freehold,0,1700000,Island,Co-op for sale
1883,Unfurnished,West,available,Freehold,0,4650000,Island,Multi-family home for sale
1884,Unfurnished,North,available,Freehold,0,2100000,Island,Co-op for sale
1885,Unfurnished,East,available,Freehold,0,7950000,Island,House for sale
1886,Unfurnished,South,available,Freehold,0,390000,Island,Multi-family home for sale
1887,Unfurnished,West,available,Freehold,0,1650000,Island,Multi-family home for sale
1888,Unfurnished,North,available,Freehold,0,2000000,Island,Pending
1889,Unfurnished,East,available,Freehold,0,1225000,Island,House for sale
1890,Unfurnished,South,available,Freehold,0,1585000,Island,House for sale
1891,Unfurnished,West,available,Freehold,0,4250000,Island,Pending
1892,Furnished,North,available,Freehold,0,3950000,Island,Co-op for sale
1893,Furnished,East,available,Freehold,0,6500000,Island,House for sale
1894,Unfurnished,South,available,Freehold,0,985000,Island,Townhouse for sale
1895,Unfurnished,West,available,Freehold,0,1500000,Island,House for sale
1896,Unfurnished,North,available,Freehold,0,465000,Island,Co-op for sale
1897,Unfurnished,East,available,Freehold,0,950000,Island,Co-op for sale
1898,Unfurnished,South,available,Freehold,0,699950,Island,House for sale
1899,Unfurnished,West,not available,Freehold,0,725000,Island,House for sale
1900,Unfurnished,North,available,Freehold,0,465000,Island,Multi-family home for sale
1901,Unfurnished,East,available,Freehold,0,500000,Island,Condo for sale
1902,Unfurnished,South,not available,Freehold,0,5750000,Island,Condo for sale
1903,Unfurnished,West,available,Freehold,0,5450000,Island,Condo for sale
1904,Unfurnished,North,available,Freehold,0,775000,Island,Condo for sale
1905,Unfurnished,East,not available,Freehold,0,550000,Island,House for sale
1906,Unfurnished,South,not available,Freehold,0,1500000,Island,House for sale
1907,Unfurnished,West,available,Freehold,0,775000,Island,Condo for sale
1908,Unfurnished,North,not available,Freehold,0,699950,Island,House for sale
1909,Unfurnished,East,available,Freehold,0,1550000,Island,Co-op for sale
1910,Unfurnished,South,available,Freehold,0,1850000,Island,House for sale
1911,Unfurnished,West,not available,Freehold,0,249999,Island,Co-op for sale
1912,Furnished,North,not available,Freehold,0,3300000,Island,Condo for sale
1913,Unfurnished,East,available,Freehold,0,1600000,Island,House for sale
1914,Unfurnished,South,available,Freehold,0,1790000,Island,Townhouse for sale
1915,Furnished,West,available,Freehold,0,4950000,Island,Multi-family home for sale
1916,Unfurnished,North,not available,Freehold,0,2250000,Island,Multi-family home for sale
1917,Unfurnished,East,available,Freehold,0,2650000,Island,Multi-family home for sale
1918,Unfurnished,South,not available,Freehold,0,1000000,Island,House for sale
1919,Furnished,West,available,Freehold,0,1250000,Island,Co-op for sale
1920,Unfurnished,North,not available,Freehold,0,990000,Island,House for sale
1921,Unfurnished,East,available,Freehold,0,1650000,Island,House for sale
1922,Unfurnished,South,not available,Freehold,0,765000,Island,Co-op for sale
1923,Unfurnished,West,available,Freehold,0,1100000,Island,Multi-family home for sale
1924,Furnished,North,not available,Freehold,0,474950,Island,Condo for sale
1925,Unfurnished,East,available,Freehold,0,2450000,Island,Co-op for sale
1926,Unfurnished,South,not available,Freehold,0,650000,Island,Townhouse for sale
1927,Unfurnished,West,available,Freehold,0,499950,Island,Multi-family home for sale
1928,Unfurnished,North,available,Freehold,0,449950,Island,House for sale
1929,Unfurnished,East,available,Freehold,0,1349950,Island,House for sale
1930,Unfurnished,South,available,Freehold,0,1350000,Island,Co-op for sale
1931,Furnished,West,available,Freehold,0,375000,Island,House for sale
1932,Unfurnished,North,available,Freehold,0,625000,Island,House for sale
1933,Unfurnished,East,not available,Freehold,0,2250000,Island,Multi-family home for sale
1934,Unfurnished,South,available,Freehold,0,2350000,Island,Townhouse for sale
1935,Unfurnished,West,available,Freehold,0,900000,Island,Co-op for sale
1936,Unfurnished,North,not available,Freehold,0,395000,Island,House for sale
1937,Unfurnished,East,available,Freehold,0,1000000,Island,Co-op for sale
1938,Unfurnished,South,not available,Freehold,0,825000,Island,House for sale
1939,Unfurnished,West,not available,Freehold,0,1600000,Island,House for sale
1940,Unfurnished,North,available,Freehold,0,1250000,Island,Condo for sale
1941,Unfurnished,East,not available,Freehold,0,1100000,Island,Townhouse for sale
1942,Unfurnished,East,available,Freehold,0,1200000,Island,Co-op for sale
1943,Unfurnished,North,not available,Freehold,0,4000000,Island,House for sale
1944,Unfurnished,East,available,Freehold,0,1250000,Island,House for sale
1945,Unfurnished,South,available,Freehold,0,430000,Island,Condo for sale
1946,Unfurnished,West,not available,Freehold,0,635000,Island,Co-op for sale
1947,Unfurnished,North,available,Freehold,0,1000000,Island,Condo for sale
1948,Unfurnished,East,available,Freehold,0,420000,Island,Co-op for sale
1949,Unfurnished,South,available,Freehold,0,699950,Island,Townhouse for sale
1950,Unfurnished,West,available,Freehold,0,585000,Island,Multi-family home for sale
1951,Unfurnished,North,available,Freehold,0,800000,Island,House for sale
1952,Unfurnished,East,not available,Freehold,0,375000,Island,House for sale
1953,Unfurnished,South,available,Freehold,0,1450000,Island,Multi-family home for sale
1954,Unfurnished,West,available,Freehold,0,2000000,Island,House for sale
1955,Unfurnished,North,available,Freehold,0,995000,Island,Co-op for sale
1956,Unfurnished,East,available,Freehold,0,3250000,Island,House for sale
1957,Furnished,South,available,Freehold,0,4495000,Island,Multi-family home for sale
1958,Unfurnished,West,available,Freehold,0,1350000,Island,Co-op for sale
1959,Unfurnished,North,not available,Freehold,0,875000,Island,Co-op for sale
1960,Unfurnished,East,not available,Freehold,0,750000,Island,Multi-family home for sale
1961,Unfurnished,South,not available,Freehold,0,7500000,Island,Multi-family home for sale
1962,Unfurnished,West,available,Freehold,0,5950000,Island,House for sale
1963,Unfurnished,North,available,Freehold,0,3750000,Island,House for sale
1964,Unfurnished,East,available,Freehold,0,7600000,Island,Co-op for sale
1965,Unfurnished,South,not available,Freehold,0,565000,Island,House for sale
1966,Unfurnished,West,not available,Freehold,0,1435000,Island,House for sale
1967,Unfurnished,North,available,Freehold,0,1295000,Island,House for sale
1968,Unfurnished,East,available,Freehold,0,485000,Island,House for sale
1969,Unfurnished,South,available,Freehold,0,520000,Island,Multi-family home for sale
1970,Unfurnished,West,available,Freehold,0,2350000,Island,Multi-family home for sale
1971,Unfurnished,North,available,Freehold,0,1350000,Island,House for sale
1972,Unfurnished,East,not available,Freehold,0,545000,Island,Co-op for sale
1973,Unfurnished,South,available,Freehold,0,640000,Island,Multi-family home for sale
1974,Unfurnished,West,available,Freehold,0,545000,Island,Co-op for sale
1975,Unfurnished,North,not available,Freehold,0,1850000,Island,House for sale
1976,Unfurnished,East,not available,Freehold,0,1460000,Island,Townhouse for sale
1977,Unfurnished,South,available,Freehold,0,2200000,Island,Co-op for sale
1978,Unfurnished,West,available,Freehold,0,1325000,Island,House for sale
1979,Unfurnished,North,available,Freehold,0,3550000,Island,Co-op for sale
1980,Unfurnished,East,available,Freehold,0,1195000,Island,Co-op for sale
1981,Unfurnished,South,not available,Freehold,0,1995000,Island,Townhouse for sale
1982,Unfurnished,West,available,Freehold,0,1585000,Island,Co-op for sale
1983,Unfurnished,North,available,Freehold,0,2695000,Island,House for sale
1984,Unfurnished,East,available,Freehold,0,2990000,Island,Condo for sale
1985,Unfurnished,South,available,Freehold,0,1875000,Island,Contingent
1986,Unfurnished,West,not available,Freehold,0,650000,Island,House for sale
1987,Unfurnished,North,not available,Freehold,0,559000,Island,Multi-family home for sale
1988,Unfurnished,East,not available,Freehold,0,3450000,Island,Multi-family home for sale
1989,Unfurnished,South,available,Freehold,0,2000000,Island,House for sale
1990,Unfurnished,West,available,Freehold,0,1650000,Island,Townhouse for sale
1991,Furnished,North,available,Freehold,0,425000,Island,Co-op for sale
1992,Furnished,East,available,Freehold,0,700000,Island,Co-op for sale
1993,Unfurnished,South,available,Freehold,0,2200000,Island,Condo for sale
1994,Unfurnished,West,available,Freehold,0,1750000,Island,Pending
1995,Unfurnished,North,available,Freehold,0,1450000,Island,Pending
1996,Unfurnished,East,not available,Freehold,0,3500000,Island,House for sale
1997,Unfurnished,South,available,Freehold,0,925000,Island,House for sale
1998,Unfurnished,West,not available,Freehold,0,1850000,Island,Condo for sale
1999,Unfurnished,North,available,Freehold,0,2295000,Island,Townhouse for sale
2000,Unfurnished,East,available,Freehold,0,925000,Island,House for sale
2001,Unfurnished,South,available,Freehold,0,2000000,Island,Co-op for sale
2002,Unfurnished,West,not available,Freehold,0,1350000,Island,Townhouse for sale
2003,Unfurnished,North,not available,Freehold,0,1418000,Island,Co-op for sale
2004,Unfurnished,East,available,Freehold,0,1300000,Island,House for sale
2005,Unfurnished,South,available,Freehold,0,5350000,Island,Co-op for sale
2006,Unfurnished,West,not available,Freehold,0,2400000,Island,Condo for sale
2007,Unfurnished,North,available,Freehold,0,825000,Island,House for sale
2008,Unfurnished,East,available,Freehold,0,635000,Island,Co-op for sale
2009,Unfurnished,South,not available,Freehold,0,935000,Island,Co-op for sale
2010,Unfurnished,West,not available,Freehold,0,699950,Island,House for sale
2011,Unfurnished,North,available,Freehold,0,765000,Island,House for sale
2012,Unfurnished,East,available,Freehold,0,1250000,Island,Co-op for sale
2013,Furnished,South,not available,Freehold,0,725000,Island,Condo for sale
2014,Unfurnished,West,available,Freehold,0,1350000,Island,Multi-family home for sale
2015,Unfurnished,North,available,Freehold,0,1200000,Island,Multi-family home for sale
2016,Furnished,East,available,Freehold,0,970000,Island,Multi-family home for sale
2017,Unfurnished,South,available,Freehold,0,650000,Island,Multi-family home for sale
2018,Unfurnished,West,available,Freehold,0,750000,Island,Condo for sale
2019,Unfurnished,North,not available,Freehold,0,500000,Island,Co-op for sale
2020,Furnished,East,available,Freehold,0,825000,Island,Co-op for sale
2021,Unfurnished,South,available,Freehold,0,975000,Island,House for sale
2022,Unfurnished,West,available,Freehold,0,350000,Island,Townhouse for sale
2023,Unfurnished,North,available,Freehold,0,925000,Island,Townhouse for sale
2024,Unfurnished,East,available,Freehold,0,1000000,Island,House for sale
2025,Furnished,South,available,Freehold,0,1495000,Island,House for sale
2026,Unfurnished,West,available,Freehold,0,2350000,Island,Co-op for sale
2027,Unfurnished,North,available,Freehold,0,675000,Island,House for sale
2028,Unfurnished,East,available,Freehold,0,765000,Island,Multi-family home for sale
2029,Unfurnished,South,available,Freehold,0,799950,Island,House for sale
2030,Unfurnished,West,available,Freehold,0,2950000,Island,Condo for sale
2031,Unfurnished,North,available,Freehold,0,999950,Island,Co-op for sale
2032,Furnished,East,available,Freehold,0,1200000,Island,House for sale
2033,Unfurnished,South,available,Freehold,0,1250000,Island,Co-op for sale
2034,Unfurnished,West,available,Freehold,0,1495000,Island,Condo for sale
2035,Unfurnished,North,available,Freehold,0,1950000,Island,House for sale
2036,Unfurnished,East,available,Freehold,0,785000,Island,Townhouse for sale
2037,Unfurnished,South,available,Freehold,0,2250000,Island,Townhouse for sale
2038,Unfurnished,West,available,Freehold,0,6450000,Island,Condo for sale
2039,Unfurnished,North,not available,Freehold,0,749950,Island,House for sale
2040,Unfurnished,East,not available,Freehold,0,1675000,Island,Contingent
2041,Unfurnished,South,available,Freehold,0,950000,Island,Multi-family home for sale
2042,Unfurnished,West,available,Freehold,0,1975000,Island,House for sale
2043,Unfurnished,North,not available,Freehold,0,3550000,Island,Condo for sale
2044,Unfurnished,East,available,Freehold,0,350000,Island,House for sale
2045,Unfurnished,South,available,Freehold,0,2375000,Island,Condo for sale
2046,Unfurnished,West,not available,Freehold,0,2325000,Island,Pending
2047,Unfurnished,North,not available,Freehold,0,4600000,Island,House for sale
2048,Unfurnished,East,available,Freehold,0,700000,Island,Condo for sale
2049,Unfurnished,South,available,Freehold,0,1350000,Island,Multi-family home for sale
2050,Unfurnished,West,not available,Freehold,0,1325000,Island,Co-op for sale
2051,Unfurnished,North,not available,Freehold,0,1850000,Island,Co-op for sale
2052,Unfurnished,East,available,Freehold,0,5250000,Island,House for sale
2053,Unfurnished,South,available,Freehold,0,1000000,Island,Condo for sale
2054,Unfurnished,West,available,Freehold,0,1275000,Island,Co-op for sale
2055,Unfurnished,North,available,Freehold,0,2000000,Island,House for sale
2056,Unfurnished,East,available,Freehold,0,1200000,Island,Co-op for sale
2057,Unfurnished,South,not available,Freehold,0,1175000,Island,House for sale
2058,Furnished,West,available,Freehold,0,1300000,Island,Multi-family home for sale
2059,Unfurnished,North,available,Freehold,0,3500000,Island,Condo for sale
2060,Unfurnished,East,not available,Freehold,0,800000,Island,Multi-family home for sale
2061,Unfurnished,South,available,Freehold,0,1200000,Island,Co-op for sale
