Sr_No,Carpet Area,Status,floor ,Transition type,Year Built,Price per sqft
1779,2160,Under Contract,multiple,Not Available,2024,1850000
1780,2184,Available for Sale,multiple,Not Available,2015,175000
1781,2184,Active,multiple,Not Available,2010,850000
1782,1492,Active,multiple,Not Available,2012,729000
1783,720,Available for Sale,multiple,Not Available,2006,5995000
1784,1020,Under Contract,multiple,Not Available,2023,480000
1785,2184,Available for Sale,multiple,Not Available,2008,4200000
1786,4043,Under Contract,multiple,Not Available,2021,1198000
1787,2200,Under Contract,multiple,Not Available,2019,1848000
1788,850,Available for Sale,multiple,Not Available,2015,285000
1789,1054,Active,multiple,Not Available,2005,849000
1790,2184,Available for Sale,multiple,Not Available,2021,549000
1791,2184,Under Contract,multiple,Not Available,2012,729000
1792,2789,Available for Sale,multiple,Not Available,2002,199999
1793,506,Under Contract,multiple,Not Available,2022,4900000
1794,2184,Under Contract,multiple,Not Available,2011,600000
1795,2184,Available for Sale,multiple,Not Available,2012,599000
1796,2400,Active,multiple,Not Available,2004,599000
1797,1200,Active,multiple,Not Available,2013,725000
1798,2100,Available for Sale,multiple,Not Available,2021,1295000
1799,2184,Under Contract,multiple,Not Available,2016,798888
1800,2184,Available for Sale,multiple,Not Available,2022,529000
1801,8068,Under Contract,multiple,Not Available,2014,999998
1802,3317,Under Contract,multiple,Not Available,2016,499000
1803,2184,Available for Sale,multiple,Not Available,2012,1550000
1804,2184,Active,multiple,Not Available,2015,319000
1805,2184,Available for Sale,multiple,Not Available,2010,759000
1806,638,Under Contract,multiple,Not Available,2007,245000
1807,2184,Available for Sale,multiple,Not Available,2005,1249000
1808,2034,Under Contract,multiple,Not Available,2008,455000
1809,2000,Under Contract,multiple,Not Available,2022,319000
1810,2184,Available for Sale,multiple,Not Available,2004,999900
1811,969,Active,multiple,Not Available,2022,395000
1812,2184,Active,multiple,Not Available,2001,620000
1813,5000,Available for Sale,multiple,Not Available,2008,1295000
1814,2184,Under Contract,multiple,Not Available,2008,849000
1815,7825,Available for Sale,multiple,Not Available,2002,8995000
1816,1200,Under Contract,multiple,Not Available,2021,650000
1817,4400,Under Contract,multiple,Not Available,2003,2995000
1818,925,Available for Sale,multiple,Not Available,2008,495000
1819,922,Active,multiple,Not Available,2021,675000
1820,2071,Available for Sale,multiple,Not Available,2014,999000
1821,2184,Under Contract,multiple,Not Available,2009,2250000
1822,792,Available for Sale,multiple,Not Available,2017,1299000
1823,1200,Under Contract,multiple,Not Available,2014,429000
1824,4375,Under Contract,multiple,Not Available,2000,649999
1825,748,Available for Sale,multiple,Not Available,2012,10995000
1826,705,Active,multiple,Not Available,2018,2050000
1827,1496,Active,multiple,Not Available,2007,13550
1828,1584,Available for Sale,multiple,Not Available,2019,18750
1829,3000,Under Contract,multiple,Not Available,2020,13550
1830,2184,Available for Sale,multiple,Not Available,2001,15675
1831,1816,Under Contract,multiple,Not Available,2017,18975
1832,2162,Under Contract,multiple,Not Available,2015,372000
1833,1657,Available for Sale,multiple,Not Available,2024,82500
1834,1757,Active,multiple,Not Available,2012,23175
1835,1200,Available for Sale,multiple,Not Available,2022,48750
1836,1004,Under Contract,multiple,Not Available,2015,59925
1837,2184,Available for Sale,multiple,Not Available,2013,19425
1838,1200,Under Contract,multiple,Not Available,2024,89910
1839,1657,Under Contract,multiple,Not Available,2005,8000
1840,1757,Available for Sale,multiple,Not Available,2012,199995
1841,864,Active,multiple,Not Available,2015,22425
1842,2745,Active,multiple,Not Available,2018,2145
1843,1464,Available for Sale,multiple,Not Available,2005,19425
1844,1584,Under Contract,multiple,Not Available,2010,19425
1845,660,Available for Sale,multiple,Not Available,2018,9712
1846,1301,Under Contract,multiple,Not Available,2008,23493
1847,950,Under Contract,multiple,Not Available,2011,19655
1848,2184,Available for Sale,multiple,Not Available,2019,455750
1849,1088,Active,multiple,Not Available,2017,1100000
1850,1568,Available for Sale,multiple,Not Available,2014,24675
1851,1700,Under Contract,multiple,Not Available,2022,55125
1852,2184,Available for Sale,multiple,Not Available,2019,203100
1853,2184,Under Contract,multiple,Not Available,2013,19125
1854,869,Under Contract,multiple,Not Available,2015,15337
1855,936,Available for Sale,multiple,Not Available,2022,38250
1856,1468,Active,multiple,Not Available,2009,205800
1857,900,Active,multiple,Not Available,2009,79625
1858,1650,Available for Sale,multiple,Not Available,2000,15375
1859,980,Under Contract,multiple,Not Available,2013,221000
1860,1619,Available for Sale,multiple,Not Available,2003,38250
1861,2184,Under Contract,multiple,Not Available,2023,227750
1862,2184,Under Contract,multiple,Not Available,2005,5490
1863,750,Available for Sale,multiple,Not Available,2013,1287
1864,1076,Active,multiple,Not Available,2010,38700
1865,4952,Available for Sale,multiple,Not Available,2005,12225
1866,4000,Under Contract,multiple,Not Available,2021,79980
1867,2184,Available for Sale,multiple,Not Available,2018,21875
1868,2184,Under Contract,multiple,Not Available,2009,32700
1869,1500,Under Contract,multiple,Not Available,2014,3285
1870,2940,Available for Sale,multiple,Not Available,2006,12600
1871,2184,Active,multiple,Not Available,2012,18375
1872,2052,Active,multiple,Not Available,2021,174999
1873,800,Available for Sale,multiple,Not Available,2010,151200
1874,2584,Under Contract,multiple,Not Available,2001,65000
1875,908,Available for Sale,multiple,Not Available,2001,90000
1876,1360,Under Contract,multiple,Not Available,2016,599999
1877,2184,Under Contract,multiple,Not Available,2002,18750
1878,1245,Available for Sale,multiple,Not Available,2007,28755
1879,600,Active,multiple,Not Available,2015,93750
1880,725,Available for Sale,multiple,Not Available,2014,175500
1881,2190,Under Contract,multiple,Not Available,2013,20625
1882,4560,Available for Sale,multiple,Not Available,2012,38775
1883,3550,Under Contract,multiple,Not Available,2014,1492
1884,1200,Under Contract,multiple,Not Available,2012,11025
1885,1150,Available for Sale,multiple,Not Available,2018,3750
1886,2184,Active,multiple,Not Available,2022,19000
1887,2200,Active,multiple,Not Available,2021,7000
1888,625,Available for Sale,multiple,Not Available,2022,5000
1889,1960,Under Contract,multiple,Not Available,2017,3960
1890,2184,Available for Sale,multiple,Not Available,2016,299999
1891,1100,Under Contract,multiple,Not Available,2014,11812
1892,2184,Under Contract,multiple,Not Available,2019,114000
1893,2191,Available for Sale,multiple,Not Available,2018,23100
1894,2520,Active,multiple,Not Available,2013,16100
1895,2637,Available for Sale,multiple,Not Available,2007,34900
1896,2184,Under Contract,multiple,Not Available,2017,5750
1897,2184,Available for Sale,multiple,Not Available,2019,162000
1898,2037,Under Contract,multiple,Not Available,2017,2776
1899,2184,Under Contract,multiple,Not Available,2014,27500
1900,2184,Available for Sale,multiple,Not Available,2021,7500
1901,1350,Active,multiple,Not Available,2019,187000
1902,2184,Active,multiple,Not Available,2005,19635
1903,550,Available for Sale,multiple,Not Available,2015,8872
1904,2560,Under Contract,multiple,Not Available,2016,4995
1905,300,Available for Sale,multiple,Not Available,2013,93775
1906,550,Under Contract,multiple,Not Available,2009,59250
1907,2184,Under Contract,multiple,Not Available,2010,875
1908,1976,Available for Sale,multiple,Not Available,2009,23775
1909,1204,Active,multiple,Not Available,2006,12525
1910,3432,Available for Sale,multiple,Not Available,2004,37500
1911,1050,Under Contract,multiple,Not Available,2006,48225
1912,1786,Available for Sale,multiple,Not Available,2020,31200
1913,2184,Under Contract,multiple,Not Available,2001,169875
1914,3500,Under Contract,multiple,Not Available,2007,99750
1915,1383,Available for Sale,multiple,Not Available,2017,99750
1916,1300,Active,multiple,Not Available,2013,99750
1917,1021,Active,multiple,Not Available,2011,45000
1918,2184,Available for Sale,multiple,Not Available,2003,12300
1919,1424,Under Contract,multiple,Not Available,2007,19620
1920,6300,Available for Sale,multiple,Not Available,2014,48750
1921,2184,Under Contract,multiple,Not Available,2004,100000
1922,2184,Under Contract,multiple,Not Available,2003,12075
1923,2184,Available for Sale,multiple,Not Available,2021,179000
1924,2184,Active,multiple,Not Available,2009,136125
1925,2184,Available for Sale,multiple,Not Available,2012,28000
1926,2184,Under Contract,multiple,Not Available,2020,18600
1927,2184,Available for Sale,multiple,Not Available,2010,90000
1928,2184,Under Contract,multiple,Not Available,2006,36750
1929,755,Under Contract,multiple,Not Available,2018,90000
1930,2184,Available for Sale,multiple,Not Available,2024,899999
1931,2184,Active,multiple,Not Available,2000,26925
1932,2013,Active,multiple,Not Available,2010,36000
1933,2565,Available for Sale,multiple,Not Available,2007,12500
1934,1360,Under Contract,multiple,Not Available,2021,238500
1935,1494,Available for Sale,multiple,Not Available,2004,84000
1936,2184,Under Contract,multiple,Not Available,2020,149800
1937,5103,Under Contract,multiple,Not Available,2021,588000
1938,1452,Available for Sale,multiple,Not Available,2005,3300000
1939,2400,Active,multiple,Not Available,2008,479000
1940,2400,Available for Sale,multiple,Not Available,2018,169999
1941,2184,Under Contract,multiple,Not Available,2001,439000
1942,1158,Available for Sale,multiple,Not Available,2013,758000
1943,2500,Under Contract,multiple,Not Available,2011,448000
1944,2451,Under Contract,multiple,Not Available,2009,588000
1945,600,Available for Sale,multiple,Not Available,2016,2977000
1946,1334,Active,multiple,Not Available,2022,385000
1947,3720,Active,multiple,Not Available,2009,1475000
1948,640,Available for Sale,multiple,Not Available,2018,978000
1949,2184,Under Contract,multiple,Not Available,2017,2700000
1950,9000,Available for Sale,multiple,Not Available,2022,3500000
1951,3000,Under Contract,multiple,Not Available,2022,349000
1952,1456,Under Contract,multiple,Not Available,2011,790000
1953,2200,Available for Sale,multiple,Not Available,2003,750000
1954,800,Active,multiple,Not Available,2013,1195000
1955,1518,Available for Sale,multiple,Not Available,2021,1750000
1956,2184,Under Contract,multiple,Not Available,2003,874999
1957,10500,Available for Sale,multiple,Not Available,2020,324900
1958,2828,Under Contract,multiple,Not Available,2010,97500
1959,1500,Under Contract,multiple,Not Available,2016,2200000
1960,2600,under construction,multiple,Not Available,2023,999000
1961,1253,Available for Sale,multiple,Not Available,2014,550000
1962,2183,Active,multiple,Not Available,2012,519999
1963,1321,Available for Sale,multiple,Not Available,2018,729000
1964,850,Under Contract,multiple,Not Available,2021,13550
1965,2100,Available for Sale,multiple,Not Available,2009,18750
1966,1332,Under Contract,multiple,Not Available,2017,13550
1967,3640,Under Contract,multiple,Not Available,2001,15675
1968,2184,Available for Sale,multiple,Not Available,2007,18975
1969,2184,under construction,multiple,Not Available,2022,372000
1970,780,Under Contract,multiple,Not Available,2002,82500
1971,2184,Available for Sale,multiple,Not Available,2011,23175
1972,2184,Active,multiple,Not Available,2017,48750
1973,2184,Available for Sale,multiple,Not Available,2016,59925
1974,925,Under Contract,multiple,Not Available,2020,19425
1975,2184,Available for Sale,multiple,Not Available,2007,89910
1976,1565,Under Contract,multiple,Not Available,2022,8000
1977,2184,Under Contract,multiple,Not Available,2013,199995
1978,3305,Available for Sale,multiple,Not Available,2005,22425
1979,830,Active,multiple,Not Available,2013,2145
1980,2184,Active,multiple,Not Available,2021,19425
1981,3375,Available for Sale,multiple,Not Available,2001,19425
1982,3192,Under Contract,multiple,Not Available,2022,9712
1983,1281,Available for Sale,multiple,Not Available,2017,23493
1984,1058,Active,multiple,Not Available,2012,19655
1985,2184,Available for Sale,multiple,Not Available,2016,455750
1986,2184,Under Contract,multiple,Not Available,2020,1100000
1987,2184,Available for Sale,multiple,Not Available,2021,24675
1988,1200,Under Contract,multiple,Not Available,2014,55125
1989,1300,Under Contract,multiple,Not Available,2014,203100
1990,2184,Available for Sale,multiple,Not Available,2008,19125
1991,2184,Available for Sale,multiple,Not Available,2013,15337
1992,850,Active,multiple,Not Available,2023,38250
1993,2184,Available for Sale,multiple,Not Available,2008,205800
1994,2184,Under Contract,multiple,Not Available,2009,79625
1995,2280,Available for Sale,multiple,Not Available,2002,15375
1996,381,Under Contract,multiple,Not Available,2019,221000
1997,850,Under Contract,multiple,Not Available,2022,38250
1998,381,Available for Sale,multiple,Not Available,2021,227750
1999,2184,Available for Sale,multiple,Not Available,2018,5490
2000,1400,Active,multiple,Not Available,2023,1287
2001,2184,Available for Sale,multiple,Not Available,2004,38700
2002,1120,Under Contract,multiple,Not Available,2011,12225
2003,756,Available for Sale,multiple,Not Available,2016,79980
2004,2184,Under Contract,multiple,Not Available,2011,21875
2005,1098,Under Contract,multiple,Not Available,2022,32700
2006,3068,Available for Sale,multiple,Not Available,2006,3285
2007,1344,Available for Sale,multiple,Not Available,2008,12600
2008,2184,Active,multiple,Not Available,2021,18375
2009,1900,Available for Sale,multiple,Not Available,2022,174999
2010,500,Under Contract,multiple,Not Available,2011,151200
2011,2184,Available for Sale,multiple,Not Available,2010,65000
2012,2184,Under Contract,multiple,Not Available,2001,90000
2013,1253,Under Contract,multiple,Not Available,2012,599999
2014,3980,Available for Sale,multiple,Not Available,2017,18750
2015,2184,Available for Sale,multiple,Not Available,2013,28755
2016,800,Active,multiple,Not Available,2009,93750
2017,3600,Available for Sale,multiple,Not Available,2006,175500
2018,1400,Under Contract,multiple,Not Available,2021,20625
2019,2184,Available for Sale,multiple,Not Available,2018,38775
2020,1217,Under Contract,multiple,Not Available,2006,1492
2021,2116,Under Contract,multiple,Not Available,2024,11025
2022,1280,Available for Sale,multiple,Not Available,2007,3750
2023,2150,Available for Sale,multiple,Not Available,2011,19000
2024,2129,Active,multiple,Not Available,2016,7000
2025,2184,Available for Sale,multiple,Not Available,2013,5000
2026,720,Under Contract,multiple,Not Available,2013,3960
2027,650,Available for Sale,multiple,Not Available,2021,299999
2028,650,Under Contract,multiple,Not Available,2001,11812
2029,2184,Under Contract,multiple,Not Available,2008,114000
2030,1200,Available for Sale,multiple,Not Available,2014,23100
2031,1250,Available for Sale,multiple,Not Available,2014,16100
2032,1188,Active,multiple,Not Available,2012,34900
2033,1252,Available for Sale,multiple,Not Available,2006,5750
2034,3655,Under Contract,multiple,Not Available,2009,162000
2035,1957,Available for Sale,multiple,Not Available,2022,2776
2036,1482,Under Contract,multiple,Not Available,2016,27500
2037,2100,Under Contract,multiple,Not Available,2023,7500
2038,2082,Available for Sale,multiple,Not Available,2015,187000
2039,2184,Available for Sale,multiple,Not Available,2024,19635
2040,2184,Active,multiple,Not Available,2014,8872
2041,2184,Available for Sale,multiple,Not Available,2006,4995
2042,2184,Under Contract,multiple,Not Available,2011,93775
2043,2184,Available for Sale,multiple,Not Available,2021,59250
2044,2082,Under Contract,multiple,Not Available,2004,875
2045,2100,Under Contract,multiple,Not Available,2008,23775
2046,2184,Available for Sale,multiple,Not Available,2013,12525
2047,807,Available for Sale,multiple,Not Available,2005,37500
2048,950,Active,multiple,Not Available,2012,48225
2049,2754,Available for Sale,multiple,Not Available,2007,31200
2050,2184,Under Contract,multiple,Not Available,2021,169875
2051,6290,Available for Sale,multiple,Not Available,2021,99750
2052,2184,Under Contract,multiple,Not Available,2012,99750
2053,2184,Under Contract,multiple,Not Available,2009,99750
2054,2184,Available for Sale,multiple,Not Available,2012,45000
2055,2184,Available for Sale,multiple,Not Available,2009,12300
2056,1875,Active,multiple,Not Available,2021,19620
2057,2184,Available for Sale,multiple,Not Available,2012,48750
2058,1260,Under Contract,multiple,Not Available,2021,100000
2059,1604,Available for Sale,multiple,Not Available,2022,12075
2060,2184,Under Contract,multiple,Not Available,2004,179000
2061,2184,Under Contract,multiple,Not Available,2007,136125
2062,2184,Available for Sale,multiple,Not Available,2014,28000
2063,1875,Available for Sale,multiple,Not Available,2004,18600
2064,6290,Active,multiple,Not Available,2020,90000
2065,1604,Available for Sale,multiple,Not Available,2003,36750
2066,1260,Under Contract,multiple,Not Available,2017,90000
2067,2184,Available for Sale,multiple,Not Available,2016,899999
2068,2184,Under Contract,multiple,Not Available,2024,26925
2069,3512,Under Contract,multiple,Not Available,2013,36000
2070,2184,Available for Sale,multiple,Not Available,2017,12500
2071,3600,Available for Sale,multiple,Not Available,2015,238500
2072,718,Active,multiple,Not Available,2011,84000
2073,1027,Available for Sale,multiple,Not Available,2016,149800
2074,2184,Under Contract,multiple,Not Available,2009,588000
2075,2184,Available for Sale,multiple,Not Available,2021,3300000
2076,1440,Under Contract,multiple,Not Available,2019,479000
2077,626,Under Contract,multiple,Not Available,2019,169999
2078,2800,Available for Sale,multiple,Not Available,2020,439000
2079,2184,Available for Sale,multiple,Not Available,2018,758000
2080,1500,Active,multiple,Not Available,2004,448000
2081,1950,Available for Sale,multiple,Not Available,2017,588000
2082,2184,Under Contract,multiple,Not Available,2022,2977000
2083,550,Available for Sale,multiple,Not Available,2021,385000
2084,2184,Under Contract,multiple,Not Available,2010,1475000
2085,800,Under Contract,multiple,Not Available,2007,978000
2086,2184,Available for Sale,multiple,Not Available,2018,2700000
2087,1484,Available for Sale,multiple,Not Available,2003,3500000
2088,2184,Active,multiple,Not Available,2023,349000
2089,2184,Available for Sale,multiple,Not Available,2022,790000
2090,1525,Under Contract,multiple,Not Available,2020,750000
2091,5925,Available for Sale,multiple,Not Available,2021,1195000
2092,3536,Under Contract,multiple,Not Available,2020,1750000
2093,684,Under Contract,multiple,Not Available,2013,874999
2094,2200,Available for Sale,multiple,Not Available,2006,324900
2095,1000,Available for Sale,multiple,Not Available,2017,97500
2096,3000,Active,multiple,Not Available,2007,2200000
2097,2940,Available for Sale,multiple,Not Available,2014,999000
2098,2266,Under Contract,multiple,Not Available,2013,550000
2099,1410,Available for Sale,multiple,Not Available,2021,519999
2100,1344,Under Contract,multiple,Not Available,2023,729000
2101,1117,Under Contract,multiple,Not Available,2010,13550
2102,2184,Available for Sale,multiple,Not Available,2004,18750
2103,3024,Available for Sale,multiple,Not Available,2002,13550
2104,750,Active,multiple,Not Available,2015,15675
2105,2184,Available for Sale,multiple,Not Available,2003,18975
2106,1396,Under Contract,multiple,Not Available,2001,372000
2107,2184,Available for Sale,multiple,Not Available,2003,82500
2108,2184,Under Contract,multiple,Not Available,2011,23175
2109,4125,Under Contract,multiple,Not Available,2009,48750
2110,2288,Available for Sale,multiple,Not Available,2022,59925
2111,2184,Available for Sale,multiple,Not Available,2017,19425
2112,1188,Active,multiple,Not Available,2013,89910
2113,2184,Available for Sale,multiple,Not Available,2007,8000
2114,780,Under Contract,multiple,Not Available,2016,199995
2115,804,Available for Sale,multiple,Not Available,2007,22425
2116,800,Under Contract,multiple,Not Available,2013,2145
2117,1890,Under Contract,multiple,Not Available,2024,19425
2118,1480,Available for Sale,multiple,Not Available,2021,19425
2119,750,Available for Sale,multiple,Not Available,2020,9712
2120,2184,Active,multiple,Not Available,2012,23493
2121,1960,Available for Sale,multiple,Not Available,2018,19655
2122,906,Under Contract,multiple,Not Available,2014,455750
2123,975,Available for Sale,multiple,Not Available,2009,1100000
2124,1200,Under Contract,multiple,Not Available,2018,24675
2125,967,Under Contract,multiple,Not Available,2020,55125
2126,2184,Available for Sale,multiple,Not Available,2021,203100
2127,2184,Available for Sale,multiple,Not Available,2023,19125
2128,3234,Active,multiple,Not Available,2016,15337
2129,1262,Available for Sale,multiple,Not Available,2022,38250
2130,2184,Under Contract,multiple,Not Available,2015,205800
2131,1376,Available for Sale,multiple,Not Available,2017,79625
2132,2184,Under Contract,multiple,Not Available,2002,15375
2133,2000,Under Contract,multiple,Not Available,2016,221000
2134,2184,Available for Sale,multiple,Not Available,2004,38250
2135,2184,Available for Sale,multiple,Not Available,2009,227750
2136,2184,Active,multiple,Not Available,2009,5490
2137,750,Available for Sale,multiple,Not Available,2004,1287
2138,2184,Under Contract,multiple,Not Available,2021,38700
2139,3244,Available for Sale,multiple,Not Available,2010,12225
2140,810,Under Contract,multiple,Not Available,2006,79980
2141,2184,Under Contract,multiple,Not Available,2021,21875
2142,1311,Available for Sale,multiple,Not Available,2015,32700
2143,800,Available for Sale,multiple,Not Available,2018,3285
2144,2184,Active,multiple,Not Available,2015,12600
2145,2184,Available for Sale,multiple,Not Available,2007,18375
2146,2184,Under Contract,multiple,Not Available,2022,174999
2147,2184,Available for Sale,multiple,Not Available,2011,151200
2148,2550,Under Contract,multiple,Not Available,2017,65000
2149,1200,Under Contract,multiple,Not Available,2003,90000
2150,595,Available for Sale,multiple,Not Available,2015,1795
2151,474,Available for Sale,multiple,Not Available,2011,2548
2152,438,Active,multiple,Not Available,2021,1946
2153,1281,Available for Sale,eight floors,Not Available,2018,1478
2154,2287,Under Contract,three floors,Not Available,2004,1315
2155,235,Available for Sale,nine floors,Not Available,2003,2746
2156,233,Under Contract,five floors,Not Available,2011,2407
2157,663,Under Contract,one floor,Not Available,2023,2207
2158,295,Available for Sale,multiple,Not Available,2020,2185
2159,477,Available for Sale,multiple,Not Available,2021,2896
2160,452,Active,multiple,Not Available,2004,2094
2161,605,Available for Sale,multiple,Not Available,2024,2478
2162,1969,Under Contract,three floors,Not Available,2022,1443
2163,1250,Available for Sale,three floors,Not Available,2010,1029
2164,341,Under Contract,multiple,Not Available,2023,3796
2165,492,Under Contract,multiple,Not Available,2015,1398
2166,581,Available for Sale,multiple,Not Available,2021,1852
2167,943,Available for Sale,three floors,Not Available,2010,1185
2168,412,Active,ten floors,Not Available,2018,1312
2169,607,Available for Sale,one floor,Not Available,2014,2059
2170,563,Under Contract,multiple,Not Available,2022,1452
2171,732,Available for Sale,multiple,Not Available,2011,1648
2172,163,Under Contract,multiple,Not Available,2013,2637
2173,605,Under Contract,multiple,Not Available,2018,2565
2174,287,Available for Sale,multiple,Not Available,2019,1802
2175,606,Available for Sale,multiple,Not Available,2008,1208
2176,409,Active,multiple,Not Available,2020,1578
2177,445,Available for Sale,multiple,Not Available,2020,2900
2178,283,Under Contract,multiple,Not Available,2018,1460
2179,605,Available for Sale,multiple,Not Available,2005,2419
2180,413,Under Contract,multiple,Not Available,2002,2187
2181,502,Under Contract,multiple,Not Available,2017,1884
2182,420,Available for Sale,multiple,Not Available,2021,2154
2183,1130,Available for Sale,multiple,Not Available,2007,1982
2184,412,Active,multiple,Not Available,2011,1377
2185,584,Available for Sale,multiple,Not Available,2014,2579
2186,2072,Under Contract,three floors,Not Available,2013,976
2187,400,Available for Sale,multiple,Not Available,2007,948
2188,403,Under Contract,three floors,Not Available,2024,1601
2189,522,Under Contract,multiple,Not Available,2023,2971
2190,611,Available for Sale,three floors,Not Available,2020,1100
2191,1239,Available for Sale,three floors,Not Available,2013,974
2192,5160,Active,three floors,Not Available,2004,225
2193,808,Available for Sale,three floors,Not Available,2011,1066
2194,217,Under Contract,multiple,Not Available,2013,715
2195,549,Available for Sale,multiple,Not Available,2003,1805
2196,594,Under Contract,multiple,Not Available,2004,3625
2197,617,Under Contract,multiple,Not Available,2012,2445
2198,808,Available for Sale,multiple,Not Available,2015,1170
2199,625,Available for Sale,multiple,Not Available,2020,1796
2200,605,Active,multiple,Not Available,2006,2064
2201,808,Available for Sale,multiple,Not Available,2010,1118
2202,317,Under Contract,multiple,Not Available,2017,1033
2203,189,Available for Sale,multiple,Not Available,2004,1141
2204,350,Under Contract,multiple,Not Available,2010,912
2205,329,Under Contract,multiple,Not Available,2016,707
2206,450,Available for Sale,multiple,Not Available,2014,1626
2207,667,Available for Sale,multiple,Not Available,2018,1295
2208,750,Active,multiple,Not Available,2007,2757
2209,233,Available for Sale,multiple,Not Available,2013,664
2210,233,Under Contract,multiple,Not Available,2017,591
2211,340,Available for Sale,multiple,Not Available,2018,887
2212,425,Under Contract,multiple,Not Available,2023,1624
2213,1833,Under Contract,multiple,Not Available,2015,729
2214,233,Available for Sale,multiple,Not Available,2006,812
2215,329,Available for Sale,multiple,Not Available,2006,810
2216,300,Active,multiple,Not Available,2020,775
2217,217,Available for Sale,multiple,Not Available,2001,477
2218,267,Under Contract,multiple,Not Available,2004,775
2219,300,Available for Sale,multiple,Not Available,2007,1746
2220,233,Under Contract,multiple,Not Available,2018,1563
2221,390,Under Contract,multiple,Not Available,2019,1901
2222,268,Available for Sale,multiple,Not Available,2008,1950
2223,2037,Available for Sale,multiple,Not Available,2001,1537
2224,483,Active,multiple,Not Available,2012,1972
2225,200,Available for Sale,multiple,Not Available,2013,1966
2226,340,Under Contract,multiple,Not Available,2001,1990
2227,2167,Available for Sale,three floors,Not Available,2015,2498
2228,2667,Under Contract,three floors,Not Available,2007,2633
2229,700,Under Contract,multiple,Not Available,2006,2328
2230,137,Available for Sale,multiple,Not Available,2020,1412
2231,2733,Available for Sale,three floors,Not Available,2019,1877
2232,380,Active,multiple,Not Available,2017,1926
2233,391,Available for Sale,multiple,Not Available,2024,2405
2234,587,Under Contract,multiple,Not Available,2021,1564
2235,2667,Available for Sale,multiple,Not Available,2013,2344
2236,233,Under Contract,multiple,Not Available,2017,1902
2237,412,Under Contract,multiple,Not Available,2011,2476
2238,358,Available for Sale,multiple,Not Available,2011,3075
2239,493,Available for Sale,multiple,Not Available,2024,1851
2240,2135,Active,multiple,Not Available,2014,1393
2241,412,Available for Sale,multiple,Not Available,2022,811
2242,778,Under Contract,multiple,Not Available,2014,899
2243,307,Available for Sale,multiple,Not Available,2021,883
2244,767,Under Contract,multiple,Not Available,2023,2132
2245,1064,Under Contract,multiple,Not Available,2017,1002
2246,2067,Available for Sale,multiple,Not Available,2016,908
2247,117,Available for Sale,multiple,Not Available,2005,1060
2248,558,Active,multiple,Not Available,2023,2440
2249,633,Available for Sale,multiple,Not Available,2021,1455
2250,525,Under Contract,multiple,Not Available,2020,1761
2251,533,Available for Sale,multiple,Not Available,2010,1871
2252,317,Under Contract,multiple,Not Available,2017,409
2253,833,Under Contract,multiple,Not Available,2016,953
2254,283,Available for Sale,multiple,Not Available,2003,1085
2255,467,Available for Sale,multiple,Not Available,2012,1870
2256,219,Active,multiple,Not Available,2008,1310
2257,350,Available for Sale,multiple,Not Available,2024,1062
2258,300,Under Contract,multiple,Not Available,2015,589
2259,1300,Available for Sale,multiple,Not Available,2002,548
2260,603,Under Contract,multiple,Not Available,2018,962
2261,433,Under Contract,multiple,Not Available,2001,1210
2262,567,Available for Sale,multiple,Not Available,2000,1485
2263,2135,Available for Sale,multiple,Not Available,2010,2345
2264,283,Active,multiple,Not Available,2020,2724
2265,543,Available for Sale,multiple,Not Available,2012,2767
2266,230,Under Contract,multiple,Not Available,2005,1271
2267,1000,Available for Sale,multiple,Not Available,2003,1360
2268,2833,Under Contract,multiple,Not Available,2020,1029
2269,283,Under Contract,multiple,Not Available,2005,1161
2270,533,Available for Sale,multiple,Not Available,2005,365
2271,503,Available for Sale,multiple,Not Available,2013,1104
2272,1900,Active,multiple,Not Available,2013,1159
2273,1417,Available for Sale,multiple,Not Available,2011,2005
2274,1400,Under Contract,multiple,Not Available,2023,1761
2275,2103,Available for Sale,multiple,Not Available,2010,1075
2276,317,Under Contract,multiple,Not Available,2002,643
2277,617,Under Contract,multiple,Not Available,2009,250
2278,829,Available for Sale,multiple,Not Available,2021,581
2279,818,Available for Sale,multiple,Not Available,2003,1368
2280,333,Active,multiple,Not Available,2009,571
2281,917,Available for Sale,multiple,Not Available,2023,1244
2282,726,Under Contract,multiple,Not Available,2022,535
2283,250,Available for Sale,multiple,Not Available,2003,648
2284,284,Under Contract,multiple,Not Available,2012,898
2285,452,Under Contract,multiple,Not Available,2002,1429
2286,1083,Available for Sale,multiple,Not Available,2004,1761
2287,433,Available for Sale,multiple,Not Available,2011,1424
2288,413,Active,multiple,Not Available,2021,1367
2289,793,Available for Sale,multiple,Not Available,2013,1143
2290,600,Under Contract,multiple,Not Available,2018,680
2291,434,Available for Sale,multiple,Not Available,2017,1268
2292,317,Under Contract,multiple,Not Available,2015,646
2293,417,Under Contract,multiple,Not Available,2024,1585
2294,483,Available for Sale,multiple,Not Available,2007,2294
2295,316,Available for Sale,multiple,Not Available,2002,1434
2296,727,Active,multiple,Not Available,2009,819
2297,500,Available for Sale,multiple,Not Available,2017,1107
2298,2552,Under Contract,multiple,Not Available,2013,647
2299,336,Available for Sale,multiple,Not Available,2006,1182
2300,315,Under Contract,multiple,Not Available,2005,1181
2301,567,Under Contract,multiple,Not Available,2012,787
2302,300,Available for Sale,multiple,Not Available,2016,499
